replicate,easy_swap,hard_swap,easy_minus_hard,weighted_linear_slope_per_abs_z
292,0.4093915343915344,0.42341382575757575,-0.014022291366041328,-0.015065957265639527
293,0.3655857740585774,0.39881639722863743,-0.033230623170060036,-0.02833348147720632
294,0.38725247524752476,0.3728578629032258,0.014394612344298952,-0.0016136269712300605
295,0.41942970822281167,0.40553745928338764,0.013892248939424034,4.342145285336942e-05
296,0.40019893899204245,0.3725715746421268,0.02762736434991564,0.0007676282330970611
297,0.35750728862973763,0.4013287401574803,-0.043821451527742694,-0.03615997598609964
298,0.3935666982024598,0.4199742268041237,-0.0264075286016639,-0.02898421765809946
299,0.37748487467588593,0.43355855855855857,-0.05607368388267264,-0.02633596057876995
300,0.39643652561247217,0.40341409691629954,-0.006977571303827368,-0.01405089752862663
301,0.3741025641025641,0.39915966386554624,-0.02505709976298215,-0.02391801197519321
302,0.3502085264133457,0.4036624203821656,-0.05345389396881989,-0.03126735665985236
303,0.3908002038735984,0.3774485798237023,0.013351624049896094,-0.0011007003233935021
304,0.3843447669305189,0.4130653266331658,-0.02872055970264692,-0.016140659689226965
305,0.4170258620689655,0.40013513513513516,0.01689072693383037,-0.0026965790716476047
306,0.4097715736040609,0.4038359788359788,0.005935594768082086,-0.009763811169157505
307,0.4091332712022367,0.39563617245005256,0.013497098752184133,-0.0008791785378005802
308,0.3805015353121801,0.39645974781765275,-0.015958212505472635,-0.008785069501499662
309,0.41391149542217703,0.417516218721038,-0.003604723298860968,-0.00444641520705436
310,0.4130031779661017,0.4453125,-0.0323093220338983,-0.019212331378492837
311,0.4077069457659372,0.4154601861427094,-0.007753240376772219,-0.013820853106728837
312,0.369592555331992,0.41345151199165797,-0.04385895665966599,-0.028133186504063292
313,0.39644549763033177,0.39666491596638653,-0.00021941833605476635,-0.014008865755731277
314,0.3806987115956392,0.40329476861167,-0.02259605701603079,-0.03057261891428028
315,0.38657407407407407,0.4056841046277666,-0.019110030553692536,-0.014198679555303757
316,0.4255952380952381,0.41561329588014984,0.009981942215088246,-0.009899702017690115
317,0.41129454926624737,0.4047502448579824,0.006544304408264978,-0.017929545406297265
318,0.38288288288288286,0.38875,-0.005867117117117127,-0.008601726817260045
319,0.39895209580838326,0.39503727865796834,0.003914817150414918,-0.01853913853572109
320,0.4087035123966942,0.42131294964028776,-0.012609437243593535,-0.005660461989875644
321,0.41945554445554445,0.4036983669548511,0.01575717750069333,0.012586658118281037
322,0.4068901303538175,0.3932868142444658,0.01360331610935167,-0.008505911475351504
323,0.3958333333333333,0.41823217726396916,-0.022398843930635848,-0.017443898723279536
324,0.3732893450635386,0.3972672064777328,-0.023977861414194168,-0.017880656080535278
